otu_id,phylum,genus,Oxygen_Preference,Oxygen_Preference_prob,Oxygen_Preference_source,Oxygen_Preference_auc,Gram_Status,Gram_Status_prob,Gram_Status_source,Gram_Status_auc,Motility,Motility_prob,Motility_source,Motility_auc,Spore_Formation,Spore_Formation_prob,Spore_Formation_source,Spore_Formation_auc,Lactose,Lactose_prob,Lactose_source,Lactose_auc,Salicin,Salicin_prob,Salicin_source,Salicin_auc,Glycerol,Glycerol_prob,Glycerol_source,Glycerol_auc,Melibiose,Melibiose_prob,Melibiose_source,Melibiose_auc,Maltose,Maltose_prob,Maltose_source,Maltose_auc,Sucrose,Sucrose_prob,Sucrose_source,Sucrose_auc,Trehalose,Trehalose_prob,Trehalose_source,Trehalose_auc,Sorbitol,Sorbitol_prob,Sorbitol_source,Sorbitol_auc
DQ797006.1.1404,Bacillota,Incertae Sedis,anaerobic,0.945,SNE_predicted,0.7874457174470512,positive,0.733,SNE_predicted,0.7491987179487181,0,0.751,SNE_predicted,0.6181818181818182,0,0.609,SNE_predicted,0.5636363636363636,1,0.685,SNE_predicted,0.612962962962963,0,0.817,SNE_predicted,0.4560117302052785,0,0.966,SNE_predicted,0.6527777777777778,0,0.836,SNE_predicted,0.5305555555555554,1,0.686,SNE_predicted,0.6324137931034484,0,0.698,SNE_predicted,0.5872576177285318,0,0.672,SNE_predicted,0.5538651315789473,0,0.993,SNE_predicted,0.7096774193548386
DQ797017.1.1392,Bacillota,UCG-003,anaerobic,0.711,SNE_predicted,0.7874457174470512,positive,0.587,SNE_predicted,0.7491987179487181,0,0.775,SNE_predicted,0.6181818181818182,0,0.852,SNE_predicted,0.5636363636363636,1,0.504,SNE_predicted,0.612962962962963,0,0.733,SNE_predicted,0.4560117302052785,0,0.852,SNE_predicted,0.6527777777777778,0,0.835,SNE_predicted,0.5305555555555554,1,0.621,SNE_predicted,0.6324137931034484,0,0.566,SNE_predicted,0.5872576177285318,0,0.67,SNE_predicted,0.5538651315789473,0,0.943,SNE_predicted,0.7096774193548386
DQ797022.1.1391,Bacillota,Roseburia,anaerobic,0.978,SNE_predicted,0.7874457174470512,negative,0.57,SNE_predicted,0.7491987179487181,0,0.879,SNE_predicted,0.6181818181818182,0,0.724,SNE_predicted,0.5636363636363636,1,0.844,SNE_predicted,0.612962962962963,0,0.762,SNE_predicted,0.4560117302052785,0,0.935,SNE_predicted,0.6527777777777778,0,0.67,SNE_predicted,0.5305555555555554,1,0.698,SNE_predicted,0.6324137931034484,0,0.576,SNE_predicted,0.5872576177285318,0,0.59,SNE_predicted,0.5538651315789473,0,0.99,SNE_predicted,0.7096774193548386
DQ797024.1.1383,Bacillota,UCG-002,anaerobic,0.93,SNE_predicted,0.7874457174470512,positive,0.612,SNE_predicted,0.7491987179487181,0,0.879,SNE_predicted,0.6181818181818182,0,0.753,SNE_predicted,0.5636363636363636,0,0.581,SNE_predicted,0.612962962962963,0,0.928,SNE_predicted,0.4560117302052785,0,0.957,SNE_predicted,0.6527777777777778,0,0.782,SNE_predicted,0.5305555555555554,1,0.515,SNE_predicted,0.6324137931034484,0,0.675,SNE_predicted,0.5872576177285318,0,0.738,SNE_predicted,0.5538651315789473,0,0.984,SNE_predicted,0.7096774193548386
DQ797047.1.1397,Bacteroidota,Segatella,anaerobic,0.966,SNE_predicted,0.8397338985003557,positive,0.544,SNE_predicted,0.7907925407925409,0,0.844,SNE_predicted,0.6391401701746529,0,0.804,SNE_predicted,0.5636363636363636,1,0.806,SNE_predicted,0.744343891402715,0,0.772,SNE_predicted,0.8064516129032258,0,0.975,SNE_predicted,0.6015625,0,0.717,SNE_predicted,0.8125,1,0.76,SNE_predicted,0.6463844797178131,0,0.51,SNE_predicted,0.6103678929765886,0,0.678,SNE_predicted,0.5638888888888889,0,0.962,SNE_predicted,0.7096774193548386
DQ797049.1.1357,Bacillota,Anaeroplasma,anaerobic,0.866,SNE_predicted,0.7874457174470512,positive,0.602,SNE_predicted,0.7491987179487181,0,0.857,SNE_predicted,0.6181818181818182,0,0.884,SNE_predicted,0.5636363636363636,1,0.671,SNE_predicted,0.612962962962963,0,0.775,SNE_predicted,0.4560117302052785,0,0.962,SNE_predicted,0.6527777777777778,0,0.782,SNE_predicted,0.5305555555555554,1,0.7,SNE_predicted,0.6324137931034484,1,0.507,SNE_predicted,0.5872576177285318,0,0.663,SNE_predicted,0.5538651315789473,0,0.971,SNE_predicted,0.7096774193548386
DQ797052.1.1382,Bacillota,Lachnospiraceae UCG-008,anaerobic,0.845,SNE_predicted,0.7874457174470512,positive,0.595,SNE_predicted,0.7491987179487181,0,0.832,SNE_predicted,0.6181818181818182,0,0.827,SNE_predicted,0.5636363636363636,1,0.63,SNE_predicted,0.612962962962963,0,0.836,SNE_predicted,0.4560117302052785,0,0.912,SNE_predicted,0.6527777777777778,0,0.828,SNE_predicted,0.5305555555555554,1,0.697,SNE_predicted,0.6324137931034484,0,0.562,SNE_predicted,0.5872576177285318,0,0.624,SNE_predicted,0.5538651315789473,0,0.978,SNE_predicted,0.7096774193548386
DQ797057.1.1381,Bacillota,Faecalibacterium,anaerobic,0.721,SNE_predicted,0.7874457174470512,negative,0.655,SNE_predicted,0.7491987179487181,0,0.859,SNE_predicted,0.6181818181818182,0,0.88,SNE_predicted,0.5636363636363636,1,0.654,SNE_predicted,0.612962962962963,0,0.766,SNE_predicted,0.4560117302052785,0,0.853,SNE_predicted,0.6527777777777778,0,0.664,SNE_predicted,0.5305555555555554,1,0.786,SNE_predicted,0.6324137931034484,1,0.63,SNE_predicted,0.5872576177285318,0,0.626,SNE_predicted,0.5538651315789473,0,0.915,SNE_predicted,0.7096774193548386
DQ797066.1.1308,Bacillota,Incertae Sedis,anaerobic,0.806,SNE_predicted,0.7874457174470512,positive,0.532,SNE_predicted,0.7491987179487181,0,0.715,SNE_predicted,0.6181818181818182,0,0.741,SNE_predicted,0.5636363636363636,1,0.679,SNE_predicted,0.612962962962963,0,0.774,SNE_predicted,0.4560117302052785,0,0.91,SNE_predicted,0.6527777777777778,0,0.849,SNE_predicted,0.5305555555555554,1,0.628,SNE_predicted,0.6324137931034484,0,0.525,SNE_predicted,0.5872576177285318,0,0.613,SNE_predicted,0.5538651315789473,0,0.974,SNE_predicted,0.7096774193548386
DQ797074.1.1402,Bacteroidota,Segatella,anaerobic,0.841,SNE_predicted,0.8397338985003557,negative,0.624,SNE_predicted,0.7907925407925409,0,0.868,SNE_predicted,0.6391401701746529,0,0.957,SNE_predicted,0.5636363636363636,1,0.615,SNE_predicted,0.744343891402715,0,0.883,SNE_predicted,0.8064516129032258,0,0.925,SNE_predicted,0.6015625,0,0.756,SNE_predicted,0.8125,1,0.692,SNE_predicted,0.6463844797178131,0,0.551,SNE_predicted,0.6103678929765886,0,0.752,SNE_predicted,0.5638888888888889,0,0.921,SNE_predicted,0.7096774193548386
DQ797079.1.1385,Bacillota,Erysipelotrichaceae UCG-003,anaerobic,0.829,SNE_predicted,0.7874457174470512,positive,0.573,SNE_predicted,0.7491987179487181,0,0.86,SNE_predicted,0.6181818181818182,0,0.894,SNE_predicted,0.5636363636363636,1,0.651,SNE_predicted,0.612962962962963,0,0.808,SNE_predicted,0.4560117302052785,0,0.877,SNE_predicted,0.6527777777777778,0,0.801,SNE_predicted,0.5305555555555554,1,0.769,SNE_predicted,0.6324137931034484,0,0.538,SNE_predicted,0.5872576177285318,0,0.63,SNE_predicted,0.5538651315789473,0,0.926,SNE_predicted,0.7096774193548386
DQ797080.1.1398,Bacteroidota,Segatella,anaerobic,0.854,SNE_predicted,0.8397338985003557,negative,0.684,SNE_predicted,0.7907925407925409,0,0.762,SNE_predicted,0.6391401701746529,0,0.879,SNE_predicted,0.5636363636363636,1,0.745,SNE_predicted,0.744343891402715,0,0.866,SNE_predicted,0.8064516129032258,0,0.936,SNE_predicted,0.6015625,0,0.768,SNE_predicted,0.8125,1,0.72,SNE_predicted,0.6463844797178131,1,0.549,SNE_predicted,0.6103678929765886,0,0.789,SNE_predicted,0.5638888888888889,0,0.981,SNE_predicted,0.7096774193548386
DQ797091.1.1361,Bacillota,Anaeroplasma,anaerobic,0.9,SNE_predicted,0.7874457174470512,negative,0.61,SNE_predicted,0.7491987179487181,0,0.729,SNE_predicted,0.6181818181818182,0,0.786,SNE_predicted,0.5636363636363636,1,0.672,SNE_predicted,0.612962962962963,0,0.842,SNE_predicted,0.4560117302052785,0,0.952,SNE_predicted,0.6527777777777778,0,0.792,SNE_predicted,0.5305555555555554,1,0.631,SNE_predicted,0.6324137931034484,0,0.63,SNE_predicted,0.5872576177285318,0,0.727,SNE_predicted,0.5538651315789473,0,0.971,SNE_predicted,0.7096774193548386
DQ797093.1.1384,Actinomycetota,Collinsella,anaerobic,0.82,SNE_predicted,0.8629617127877274,positive,0.612,SNE_predicted,0.8323863636363636,0,0.856,SNE_predicted,0.6600985221674877,0,0.756,SNE_predicted,0.5636363636363636,1,0.642,SNE_predicted,0.7096153846153846,0,0.827,SNE_predicted,0.6219135802469136,0,0.91,SNE_predicted,0.5712121212121212,0,0.88,SNE_predicted,0.7891304347826087,1,0.704,SNE_predicted,0.6878402903811253,1,0.531,SNE_predicted,0.537842190016103,0,0.749,SNE_predicted,0.4651442307692308,0,0.974,SNE_predicted,0.7096774193548386
DQ797095.1.1391,Bacillota,Negativibacillus,anaerobic,0.838,SNE_predicted,0.7874457174470512,negative,0.612,SNE_predicted,0.7491987179487181,0,0.821,SNE_predicted,0.6181818181818182,0,0.932,SNE_predicted,0.5636363636363636,1,0.584,SNE_predicted,0.612962962962963,0,0.839,SNE_predicted,0.4560117302052785,0,0.949,SNE_predicted,0.6527777777777778,0,0.9,SNE_predicted,0.5305555555555554,1,0.718,SNE_predicted,0.6324137931034484,0,0.592,SNE_predicted,0.5872576177285318,0,0.684,SNE_predicted,0.5538651315789473,0,0.945,SNE_predicted,0.7096774193548386
DQ797109.1.1398,Bacteroidota,Leyella,anaerobic,0.753,SNE_predicted,0.8397338985003557,negative,0.584,SNE_predicted,0.7907925407925409,0,0.818,SNE_predicted,0.6391401701746529,0,0.917,SNE_predicted,0.5636363636363636,1,0.65,SNE_predicted,0.744343891402715,0,0.771,SNE_predicted,0.8064516129032258,0,0.873,SNE_predicted,0.6015625,0,0.755,SNE_predicted,0.8125,1,0.726,SNE_predicted,0.6463844797178131,1,0.617,SNE_predicted,0.6103678929765886,0,0.739,SNE_predicted,0.5638888888888889,0,0.952,SNE_predicted,0.7096774193548386
DQ797114.1.1382,Bacillota,Incertae Sedis,anaerobic,0.738,SNE_predicted,0.7874457174470512,positive,0.715,SNE_predicted,0.7491987179487181,0,0.853,SNE_predicted,0.6181818181818182,0,0.783,SNE_predicted,0.5636363636363636,1,0.576,SNE_predicted,0.612962962962963,0,0.724,SNE_predicted,0.4560117302052785,0,0.894,SNE_predicted,0.6527777777777778,0,0.889,SNE_predicted,0.5305555555555554,1,0.759,SNE_predicted,0.6324137931034484,0,0.631,SNE_predicted,0.5872576177285318,0,0.694,SNE_predicted,0.5538651315789473,0,0.947,SNE_predicted,0.7096774193548386
DQ797125.1.1379,Bacillota,Faecalibacterium,anaerobic,0.847,SNE_predicted,0.7874457174470512,positive,0.642,SNE_predicted,0.7491987179487181,0,0.798,SNE_predicted,0.6181818181818182,0,0.871,SNE_predicted,0.5636363636363636,1,0.609,SNE_predicted,0.612962962962963,0,0.839,SNE_predicted,0.4560117302052785,0,0.945,SNE_predicted,0.6527777777777778,0,0.842,SNE_predicted,0.5305555555555554,1,0.704,SNE_predicted,0.6324137931034484,1,0.627,SNE_predicted,0.5872576177285318,0,0.657,SNE_predicted,0.5538651315789473,0,0.955,SNE_predicted,0.7096774193548386
DQ797137.1.1405,Bacteroidota,Bacteroides,anaerobic,0.805,SNE_predicted,0.8397338985003557,negative,0.537,SNE_predicted,0.7907925407925409,0,0.861,SNE_predicted,0.6391401701746529,0,0.938,SNE_predicted,0.5636363636363636,1,0.612,SNE_predicted,0.744343891402715,0,0.804,SNE_predicted,0.8064516129032258,0,0.907,SNE_predicted,0.6015625,0,0.753,SNE_predicted,0.8125,1,0.677,SNE_predicted,0.6463844797178131,0,0.559,SNE_predicted,0.6103678929765886,0,0.56,SNE_predicted,0.5638888888888889,0,0.972,SNE_predicted,0.7096774193548386
DQ797146.1.1386,Bacillota,Lachnospiraceae UCG-008,anaerobic,0.937,SNE_predicted,0.7874457174470512,positive,0.87,SNE_predicted,0.7491987179487181,0,0.91,SNE_predicted,0.6181818181818182,0,0.748,SNE_predicted,0.5636363636363636,1,0.656,SNE_predicted,0.612962962962963,0,0.783,SNE_predicted,0.4560117302052785,0,0.98,SNE_predicted,0.6527777777777778,0,0.881,SNE_predicted,0.5305555555555554,1,0.746,SNE_predicted,0.6324137931034484,0,0.609,SNE_predicted,0.5872576177285318,0,0.674,SNE_predicted,0.5538651315789473,0,0.977,SNE_predicted,0.7096774193548386
DQ797148.1.1374,Bacillota,Roseburia,anaerobic,0.887,SNE_predicted,0.7874457174470512,positive,0.696,SNE_predicted,0.7491987179487181,0,0.805,SNE_predicted,0.6181818181818182,0,0.665,SNE_predicted,0.5636363636363636,1,0.745,SNE_predicted,0.612962962962963,0,0.84,SNE_predicted,0.4560117302052785,0,0.941,SNE_predicted,0.6527777777777778,0,0.713,SNE_predicted,0.5305555555555554,1,0.767,SNE_predicted,0.6324137931034484,0,0.568,SNE_predicted,0.5872576177285318,0,0.685,SNE_predicted,0.5538651315789473,0,0.981,SNE_predicted,0.7096774193548386
DQ797151.1.1393,Bacillota,Lachnospiraceae UCG-003,anaerobic,0.618,SNE_predicted,0.7874457174470512,negative,0.626,SNE_predicted,0.7491987179487181,0,0.775,SNE_predicted,0.6181818181818182,0,0.886,SNE_predicted,0.5636363636363636,1,0.602,SNE_predicted,0.612962962962963,0,0.84,SNE_predicted,0.4560117302052785,0,0.907,SNE_predicted,0.6527777777777778,0,0.784,SNE_predicted,0.5305555555555554,1,0.715,SNE_predicted,0.6324137931034484,1,0.534,SNE_predicted,0.5872576177285318,0,0.61,SNE_predicted,0.5538651315789473,0,0.963,SNE_predicted,0.7096774193548386
DQ797160.1.1374,Bacillota,Faecalibacterium,anaerobic,0.798,SNE_predicted,0.7874457174470512,positive,0.511,SNE_predicted,0.7491987179487181,0,0.766,SNE_predicted,0.6181818181818182,0,0.846,SNE_predicted,0.5636363636363636,1,0.535,SNE_predicted,0.612962962962963,0,0.834,SNE_predicted,0.4560117302052785,0,0.886,SNE_predicted,0.6527777777777778,0,0.848,SNE_predicted,0.5305555555555554,1,0.696,SNE_predicted,0.6324137931034484,0,0.604,SNE_predicted,0.5872576177285318,0,0.643,SNE_predicted,0.5538651315789473,0,0.956,SNE_predicted,0.7096774193548386
DQ797170.1.1392,Bacillota,Coprococcus,anaerobic,0.761,SNE_predicted,0.7874457174470512,positive,0.741,SNE_predicted,0.7491987179487181,0,0.809,SNE_predicted,0.6181818181818182,0,0.822,SNE_predicted,0.5636363636363636,1,0.518,SNE_predicted,0.612962962962963,0,0.873,SNE_predicted,0.4560117302052785,0,0.938,SNE_predicted,0.6527777777777778,0,0.898,SNE_predicted,0.5305555555555554,1,0.641,SNE_predicted,0.6324137931034484,0,0.65,SNE_predicted,0.5872576177285318,0,0.64,SNE_predicted,0.5538651315789473,0,0.958,SNE_predicted,0.7096774193548386
DQ797172.1.1391,Bacillota,Agathobacter,anaerobic,0.762,SNE_predicted,0.7874457174470512,positive,0.52,SNE_predicted,0.7491987179487181,0,0.787,SNE_predicted,0.6181818181818182,0,0.854,SNE_predicted,0.5636363636363636,1,0.534,SNE_predicted,0.612962962962963,0,0.805,SNE_predicted,0.4560117302052785,0,0.902,SNE_predicted,0.6527777777777778,0,0.845,SNE_predicted,0.5305555555555554,1,0.705,SNE_predicted,0.6324137931034484,1,0.501,SNE_predicted,0.5872576177285318,0,0.604,SNE_predicted,0.5538651315789473,0,0.952,SNE_predicted,0.7096774193548386
DQ797175.1.1392,Bacillota,Mediterraneibacter,anaerobic,0.891,SNE_predicted,0.7874457174470512,positive,0.648,SNE_predicted,0.7491987179487181,0,0.806,SNE_predicted,0.6181818181818182,0,0.752,SNE_predicted,0.5636363636363636,1,0.571,SNE_predicted,0.612962962962963,0,0.825,SNE_predicted,0.4560117302052785,0,0.937,SNE_predicted,0.6527777777777778,0,0.875,SNE_predicted,0.5305555555555554,1,0.701,SNE_predicted,0.6324137931034484,0,0.546,SNE_predicted,0.5872576177285318,0,0.684,SNE_predicted,0.5538651315789473,0,0.978,SNE_predicted,0.7096774193548386
DQ797180.1.1402,Bacteroidota,Segatella,anaerobic,0.779,SNE_predicted,0.8397338985003557,negative,0.598,SNE_predicted,0.7907925407925409,0,0.869,SNE_predicted,0.6391401701746529,0,0.954,SNE_predicted,0.5636363636363636,1,0.575,SNE_predicted,0.744343891402715,0,0.793,SNE_predicted,0.8064516129032258,0,0.95,SNE_predicted,0.6015625,0,0.888,SNE_predicted,0.8125,1,0.712,SNE_predicted,0.6463844797178131,1,0.587,SNE_predicted,0.6103678929765886,0,0.754,SNE_predicted,0.5638888888888889,0,0.959,SNE_predicted,0.7096774193548386
DQ797192.1.1383,Bacillota,Incertae Sedis,anaerobic,0.784,SNE_predicted,0.7874457174470512,positive,0.511,SNE_predicted,0.7491987179487181,0,0.777,SNE_predicted,0.6181818181818182,0,0.827,SNE_predicted,0.5636363636363636,1,0.594,SNE_predicted,0.612962962962963,0,0.859,SNE_predicted,0.4560117302052785,0,0.887,SNE_predicted,0.6527777777777778,0,0.84,SNE_predicted,0.5305555555555554,1,0.642,SNE_predicted,0.6324137931034484,0,0.555,SNE_predicted,0.5872576177285318,0,0.638,SNE_predicted,0.5538651315789473,0,0.963,SNE_predicted,0.7096774193548386
DQ797199.1.1390,Bacillota,Agathobacter,anaerobic,0.929,SNE_predicted,0.7874457174470512,positive,0.81,SNE_predicted,0.7491987179487181,0,0.906,SNE_predicted,0.6181818181818182,0,0.716,SNE_predicted,0.5636363636363636,1,0.537,SNE_predicted,0.612962962962963,0,0.834,SNE_predicted,0.4560117302052785,0,0.975,SNE_predicted,0.6527777777777778,0,0.893,SNE_predicted,0.5305555555555554,1,0.579,SNE_predicted,0.6324137931034484,0,0.792,SNE_predicted,0.5872576177285318,0,0.751,SNE_predicted,0.5538651315789473,0,0.986,SNE_predicted,0.7096774193548386
DQ797201.1.1388,Bacillota,Blautia,anaerobic,0.782,SNE_predicted,0.7874457174470512,positive,0.693,SNE_predicted,0.7491987179487181,0,0.85,SNE_predicted,0.6181818181818182,0,0.783,SNE_predicted,0.5636363636363636,1,0.721,SNE_predicted,0.612962962962963,0,0.705,SNE_predicted,0.4560117302052785,0,0.914,SNE_predicted,0.6527777777777778,0,0.846,SNE_predicted,0.5305555555555554,1,0.756,SNE_predicted,0.6324137931034484,0,0.534,SNE_predicted,0.5872576177285318,0,0.644,SNE_predicted,0.5538651315789473,0,0.943,SNE_predicted,0.7096774193548386
DQ797216.1.1387,Bacillota,Faecalibacterium,anaerobic,0.829,SNE_predicted,0.7874457174470512,positive,0.657,SNE_predicted,0.7491987179487181,0,0.855,SNE_predicted,0.6181818181818182,0,0.903,SNE_predicted,0.5636363636363636,1,0.804,SNE_predicted,0.612962962962963,0,0.696,SNE_predicted,0.4560117302052785,0,0.898,SNE_predicted,0.6527777777777778,0,0.818,SNE_predicted,0.5305555555555554,1,0.782,SNE_predicted,0.6324137931034484,0,0.591,SNE_predicted,0.5872576177285318,0,0.723,SNE_predicted,0.5538651315789473,0,0.973,SNE_predicted,0.7096774193548386
DQ797221.1.1330,Bacillota,Incertae Sedis,anaerobic,0.831,SNE_predicted,0.7874457174470512,positive,0.717,SNE_predicted,0.7491987179487181,0,0.859,SNE_predicted,0.6181818181818182,0,0.831,SNE_predicted,0.5636363636363636,0,0.61,SNE_predicted,0.612962962962963,0,0.861,SNE_predicted,0.4560117302052785,0,0.963,SNE_predicted,0.6527777777777778,0,0.906,SNE_predicted,0.5305555555555554,1,0.589,SNE_predicted,0.6324137931034484,0,0.672,SNE_predicted,0.5872576177285318,0,0.722,SNE_predicted,0.5538651315789473,0,0.986,SNE_predicted,0.7096774193548386
DQ797233.1.1381,Bacillota,Faecalibacterium,anaerobic,0.836,SNE_predicted,0.7874457174470512,negative,0.601,SNE_predicted,0.7491987179487181,0,0.804,SNE_predicted,0.6181818181818182,0,0.864,SNE_predicted,0.5636363636363636,1,0.623,SNE_predicted,0.612962962962963,0,0.833,SNE_predicted,0.4560117302052785,0,0.918,SNE_predicted,0.6527777777777778,0,0.733,SNE_predicted,0.5305555555555554,1,0.637,SNE_predicted,0.6324137931034484,0,0.595,SNE_predicted,0.5872576177285318,0,0.678,SNE_predicted,0.5538651315789473,0,0.922,SNE_predicted,0.7096774193548386
DQ797241.1.1389,Bacillota,Incertae Sedis,anaerobic,0.863,SNE_predicted,0.7874457174470512,positive,0.622,SNE_predicted,0.7491987179487181,0,0.818,SNE_predicted,0.6181818181818182,0,0.796,SNE_predicted,0.5636363636363636,1,0.541,SNE_predicted,0.612962962962963,0,0.831,SNE_predicted,0.4560117302052785,0,0.899,SNE_predicted,0.6527777777777778,0,0.928,SNE_predicted,0.5305555555555554,1,0.574,SNE_predicted,0.6324137931034484,0,0.761,SNE_predicted,0.5872576177285318,0,0.768,SNE_predicted,0.5538651315789473,0,0.972,SNE_predicted,0.7096774193548386
DQ797242.1.1392,Bacillota,Lachnospiraceae NK4A136 group,anaerobic,0.869,SNE_predicted,0.7874457174470512,positive,0.628,SNE_predicted,0.7491987179487181,0,0.857,SNE_predicted,0.6181818181818182,0,0.827,SNE_predicted,0.5636363636363636,1,0.677,SNE_predicted,0.612962962962963,0,0.836,SNE_predicted,0.4560117302052785,0,0.921,SNE_predicted,0.6527777777777778,0,0.682,SNE_predicted,0.5305555555555554,1,0.716,SNE_predicted,0.6324137931034484,1,0.522,SNE_predicted,0.5872576177285318,0,0.643,SNE_predicted,0.5538651315789473,0,0.989,SNE_predicted,0.7096774193548386
DQ797246.1.1393,Bacillota,Coprococcus,anaerobic,0.836,SNE_predicted,0.7874457174470512,negative,0.554,SNE_predicted,0.7491987179487181,0,0.748,SNE_predicted,0.6181818181818182,0,0.855,SNE_predicted,0.5636363636363636,1,0.676,SNE_predicted,0.612962962962963,0,0.862,SNE_predicted,0.4560117302052785,0,0.91,SNE_predicted,0.6527777777777778,0,0.822,SNE_predicted,0.5305555555555554,1,0.71,SNE_predicted,0.6324137931034484,0,0.596,SNE_predicted,0.5872576177285318,0,0.743,SNE_predicted,0.5538651315789473,0,0.933,SNE_predicted,0.7096774193548386
DQ797278.1.1400,Pseudomonadota,Sutterella,anaerobic,0.898,SNE_predicted,0.8687942652662888,negative,0.649,SNE_predicted,0.7907925407925409,0,0.889,SNE_predicted,0.6391401701746529,0,0.878,SNE_predicted,0.5636363636363636,1,0.836,SNE_predicted,0.6889740796603542,0,0.829,SNE_predicted,0.6281256411184727,0,0.953,SNE_predicted,0.6085174663299663,1,0.515,SNE_predicted,0.7107286634460547,1,0.845,SNE_predicted,0.6555461877341289,1,0.693,SNE_predicted,0.5784892335737412,0,0.557,SNE_predicted,0.5276327504123557,0,0.98,SNE_predicted,0.7096774193548386
DQ797279.1.1372,Bacillota,Incertae Sedis,anaerobic,0.876,SNE_predicted,0.7874457174470512,positive,0.736,SNE_predicted,0.7491987179487181,0,0.91,SNE_predicted,0.6181818181818182,0,0.819,SNE_predicted,0.5636363636363636,1,0.516,SNE_predicted,0.612962962962963,0,0.7,SNE_predicted,0.4560117302052785,0,0.936,SNE_predicted,0.6527777777777778,0,0.913,SNE_predicted,0.5305555555555554,1,0.674,SNE_predicted,0.6324137931034484,0,0.679,SNE_predicted,0.5872576177285318,0,0.727,SNE_predicted,0.5538651315789473,0,0.975,SNE_predicted,0.7096774193548386
DQ797281.1.1284,Bacillota,Incertae Sedis,anaerobic,0.86,SNE_predicted,0.7874457174470512,positive,0.725,SNE_predicted,0.7491987179487181,0,0.852,SNE_predicted,0.6181818181818182,0,0.81,SNE_predicted,0.5636363636363636,1,0.549,SNE_predicted,0.612962962962963,0,0.788,SNE_predicted,0.4560117302052785,0,0.973,SNE_predicted,0.6527777777777778,0,0.845,SNE_predicted,0.5305555555555554,1,0.723,SNE_predicted,0.6324137931034484,0,0.578,SNE_predicted,0.5872576177285318,0,0.521,SNE_predicted,0.5538651315789473,0,0.962,SNE_predicted,0.7096774193548386
DQ797282.1.1391,Bacillota,Roseburia,anaerobic,0.91,SNE_predicted,0.7874457174470512,negative,0.542,SNE_predicted,0.7491987179487181,0,0.922,SNE_predicted,0.6181818181818182,0,0.856,SNE_predicted,0.5636363636363636,1,0.62,SNE_predicted,0.612962962962963,0,0.855,SNE_predicted,0.4560117302052785,0,0.95,SNE_predicted,0.6527777777777778,0,0.749,SNE_predicted,0.5305555555555554,1,0.761,SNE_predicted,0.6324137931034484,1,0.526,SNE_predicted,0.5872576177285318,0,0.719,SNE_predicted,0.5538651315789473,0,0.976,SNE_predicted,0.7096774193548386
DQ797286.1.1370,Bacillota,Faecalibacterium,anaerobic,0.857,SNE_predicted,0.7874457174470512,positive,0.654,SNE_predicted,0.7491987179487181,0,0.795,SNE_predicted,0.6181818181818182,0,0.823,SNE_predicted,0.5636363636363636,1,0.638,SNE_predicted,0.612962962962963,0,0.75,SNE_predicted,0.4560117302052785,0,0.916,SNE_predicted,0.6527777777777778,0,0.863,SNE_predicted,0.5305555555555554,1,0.691,SNE_predicted,0.6324137931034484,0,0.54,SNE_predicted,0.5872576177285318,0,0.639,SNE_predicted,0.5538651315789473,0,0.974,SNE_predicted,0.7096774193548386
DQ797290.1.1385,Bacillota,Lachnospiraceae UCG-008,anaerobic,0.861,SNE_predicted,0.7874457174470512,positive,0.698,SNE_predicted,0.7491987179487181,0,0.863,SNE_predicted,0.6181818181818182,0,0.822,SNE_predicted,0.5636363636363636,1,0.573,SNE_predicted,0.612962962962963,0,0.837,SNE_predicted,0.4560117302052785,0,0.952,SNE_predicted,0.6527777777777778,0,0.843,SNE_predicted,0.5305555555555554,1,0.677,SNE_predicted,0.6324137931034484,0,0.592,SNE_predicted,0.5872576177285318,0,0.666,SNE_predicted,0.5538651315789473,0,0.979,SNE_predicted,0.7096774193548386
DQ797315.1.1283,Bacillota,Acutalibacter,anaerobic,0.791,SNE_predicted,0.7874457174470512,positive,0.808,SNE_predicted,0.7491987179487181,0,0.855,SNE_predicted,0.6181818181818182,0,0.728,SNE_predicted,0.5636363636363636,0,0.596,SNE_predicted,0.612962962962963,0,0.882,SNE_predicted,0.4560117302052785,0,0.962,SNE_predicted,0.6527777777777778,0,0.928,SNE_predicted,0.5305555555555554,1,0.567,SNE_predicted,0.6324137931034484,0,0.633,SNE_predicted,0.5872576177285318,0,0.614,SNE_predicted,0.5538651315789473,0,0.988,SNE_predicted,0.7096774193548386
DQ797317.1.1279,Bacillota,Faecalibacterium,anaerobic,0.864,SNE_predicted,0.7874457174470512,positive,0.571,SNE_predicted,0.7491987179487181,0,0.888,SNE_predicted,0.6181818181818182,0,0.808,SNE_predicted,0.5636363636363636,0,0.552,SNE_predicted,0.612962962962963,0,0.885,SNE_predicted,0.4560117302052785,0,0.964,SNE_predicted,0.6527777777777778,0,0.866,SNE_predicted,0.5305555555555554,1,0.715,SNE_predicted,0.6324137931034484,0,0.592,SNE_predicted,0.5872576177285318,0,0.626,SNE_predicted,0.5538651315789473,0,0.985,SNE_predicted,0.7096774193548386
